-0.377777777777778, 0, 0, High_school_graduate, Female, -1, -0.654334289122448, -0.666666666666667, Native-_Born_in_the_United_States, 2, -0.538461538461538, -50000
-0.666666666666667, 0, 0, 7th_and_8th_grade, Male, -1, -0.142830984551246, -1, Native-_Born_in_the_United_States, 0, -1, -50000
-0.0888888888888889, 9, 37, Some_college_but_no_degree, Female, -1, -0.599086051538307, 0, Native-_Born_in_the_United_States, 2, 1, -50000
-0.888888888888889, 0, 0, Children, Male, -1, -0.773980863872366, -1, Native-_Born_in_the_United_States, 0, -1, -50000
-0.4, 0, 0, 9th_grade, Female, -1, -0.621287250233198, -1, Native-_Born_in_the_United_States, 0, -1, -50000
0.0222222222222222, 33, 29, 1st_2nd_3rd_or_4th_grade, Female, -1, -0.710540527271835, -0.666666666666667, Foreign_born-_Not_a_citizen_of_U_S_, 0, -0.769230769230769, -50000
0.4, 0, 0, Associates_degree-occup_/vocational, Female, -0.99909999099991, -0.629617343790843, -1, Native-_Born_in_the_United_States, 0, -1, -50000
-0.777777777777778, 0, 0, Children, Female, -1, -0.767497774174587, -1, Native-_Born_in_the_United_States, 0, -1, -50000
-0.644444444444444, 0, 0, 10th_grade, Male, -0.996679966799668, -0.21579294449833, -0.666666666666667, Native-_Born_in_the_United_States, 0, -0.692307692307692, -50000
0.555555555555556, 0, 0, 7th_and_8th_grade, Male, -1, -0.643501717633977, -1, Native-_Born_in_the_United_States, 0, -1, -50000
-0.866666666666667, 0, 0, Children, Female, -1, -0.519757766505275, -1, Native-_Born_in_the_United_States, 0, -1, -50000
-0.355555555555556, 0, 0, Some_college_but_no_degree, Male, -1, -0.512690853748343, 1, Native-_Born_in_the_United_States, 0, 0.384615384615385, -50000
-0.711111111111111, 0, 0, Children, Male, -1, -0.993193153878509, -1, Native-_Born_in_the_United_States, 0, -1, -50000
-0.8, 0, 0, Children, Female, -1, -0.584660314494867, -1, Native-_Born_in_the_United_States, 0, -1, -50000
-0.911111111111111, 0, 0, Children, Female, -1, -0.753077344613503, -1, Native-_Born_in_the_United_States, 0, -1, -50000
0.377777777777778, 0, 0, 7th_and_8th_grade, Male, -1, -0.531375845382424, -1, Native-_Born_in_the_United_States, 0, -1, -50000
0, 48, 26, Associates_degree-academic_program, Female, -1, -0.739078859899715, -0.666666666666667, Native-_Born_in_the_United_States, 0, 1, -50000
0.866666666666667, 0, 0, High_school_graduate, Female, -1, -0.312298896176357, -1, Native-_Born_in_the_United_States, 0, -1, -50000
-0.0888888888888889, 32, 18, Associates_degree-occup_/vocational, Male, -1, -0.55809105782104, 0, Native-_Born_in_the_United_States, 0, 1, -50000
-0.511111111111111, 45, 24, Associates_degree-academic_program, Female, -1, -0.603122391869999, -0.333333333333333, Native-_Born_in_the_United_States, 0, 1, -50000
-0.177777777777778, 19, 26, High_school_graduate, Female, -1, -0.704447537527217, 1, Native-_Born_in_the_United_States, 0, 0, -50000
-0.955555555555556, 0, 0, Children, Female, -1, -0.32975255190386, -1, Native-_Born_abroad_of_American_Parent(s), 0, -1, -50000
-0.0888888888888889, 19, 38, Less_than_1st_grade, Male, -1, -0.639958973161389, 0, Foreign_born-_Not_a_citizen_of_U_S_, 0, 1, -50000
0.0444444444444444, 50, 3, Bachelors_degree(BA_AB_BS), Male, -1, -0.405017959193422, -0.666666666666667, Foreign_born-_U_S_citizen_by_naturalization, 0, 1, -50000
-0.177777777777778, 29, 38, High_school_graduate, Male, -0.999919999199992, -0.596679108289889, 1, Native-_Born_in_the_United_States, 0, 1, -50000
-0.777777777777778, 0, 0, Children, Male, -1, -0.59057550358056, -1, Native-_Born_in_the_United_States, 0, -1, -50000
-0.422222222222222, 33, 19, High_school_graduate, Female, -1, -0.511759390594876, 1, Native-_Born_in_the_United_States, 0, 0, -50000
0.844444444444444, 0, 0, Some_college_but_no_degree, Male, -1, -0.652277639709521, -1, Native-_Born_in_the_United_States, 0, -1, -50000
-0.933333333333333, 0, 0, Children, Male, -1, -0.675622600852116, -1, Native-_Born_in_the_United_States, 0, -1, -50000
-0.822222222222222, 0, 0, Children, Male, -1, -0.567188082579118, -1, Native-_Born_in_the_United_States, 0, -1, -50000
-0.333333333333333, 33, 29, High_school_graduate, Male, -1, -0.904348552981279, 0.333333333333333, Foreign_born-_Not_a_citizen_of_U_S_, 0, 1, -50000
-0.244444444444444, 0, 0, High_school_graduate, Female, -1, -0.66048566117298, 1, Native-_Born_in_the_United_States, 0, -0.5, -50000
0.244444444444444, 42, 30, 7th_and_8th_grade, Female, -1, -0.553250633912424, 0, Native-_Born_in_the_United_States, 0, 1, -50000
0.733333333333333, 0, 0, High_school_graduate, Male, -1, -0.675572179769735, -1, Foreign_born-_U_S_citizen_by_naturalization, 0, -1, -50000
0.688888888888889, 0, 0, 10th_grade, Female, -1, -0.738564034111189, -1, Native-_Born_in_the_United_States, 0, -1, -50000
0.977777777777778, 0, 0, Some_college_but_no_degree, Female, -1, -0.659347206207631, -1, Native-_Born_in_the_United_States, 0, -1, -50000
-0.111111111111111, 19, 42, 5th_or_6th_grade, Female, -1, -0.715285416498044, 0, Foreign_born-_Not_a_citizen_of_U_S_, 0, 0.653846153846154, -50000
-0.244444444444444, 43, 10, Bachelors_degree(BA_AB_BS), Female, -1, -0.745389456420926, 1, Native-_Born_in_the_United_States, 0, 0.538461538461538, -50000
-0.266666666666667, 33, 33, High_school_graduate, Male, -1, -0.783709479030801, -0.333333333333333, Native-_Born_in_the_United_States, 0, 1, -50000
-0.0666666666666667, 34, 3, Bachelors_degree(BA_AB_BS), Male, -1, -0.643647673398766, 1, Native-_Born_in_the_United_States, 0, 1, -50000
-0.311111111111111, 32, 24, Some_college_but_no_degree, Female, -1, -0.0379206345625905, 0.333333333333333, Native-_Born_in_the_United_States, 2, 1, -50000
-0.444444444444444, 43, 26, Some_college_but_no_degree, Female, -1, -0.40449782592254, 0, Native-_Born_in_the_United_States, 0, -0.384615384615385, -50000
0.0222222222222222, 32, 42, High_school_graduate, Female, -1, -0.389716487561252, 0, Foreign_born-_Not_a_citizen_of_U_S_, 0, 1, -50000
0, 4, 34, High_school_graduate, Male, -1, -0.148719636225159, 0.333333333333333, Native-_Born_in_the_United_States, 2, 1, -50000
0.0888888888888889, 4, 2, High_school_graduate, Male, -1, -0.837925411296711, 0, Native-_Born_in_the_United_States, 1, 1, -50000
-0.666666666666667, 0, 0, 7th_and_8th_grade, Female, -1, -0.993946816373052, -1, Native-_Born_in_the_United_States, 0, -1, -50000
-0.6, 0, 0, Some_college_but_no_degree, Female, -1, -0.796001608167154, -1, Native-_Born_in_the_United_States, 0, -1, -50000
-0.444444444444444, 4, 34, High_school_graduate, Male, -1, -0.672427496473841, -1, Native-_Born_in_the_United_States, 0, -1, -50000
0.177777777777778, 44, 32, 5th_or_6th_grade, Male, -1, -0.757442748851262, 1, Native-_Born_in_Puerto_Rico_or_U_S_Outlying, 0, 1, -50000
-0.444444444444444, 45, 23, High_school_graduate, Female, -1, -0.520999717376564, -0.666666666666667, Native-_Born_in_the_United_States, 0, 1, -50000
0.6, 0, 0, 11th_grade, Male, -1, -0.898956150907646, -1, Native-_Born_in_the_United_States, 0, -1, -50000
-0.177777777777778, 0, 0, High_school_graduate, Female, -1, -0.531726139217916, -1, Native-_Born_in_the_United_States, 0, -1, -50000
-0.844444444444444, 0, 0, Children, Male, -1, -0.545674202849322, -1, Native-_Born_in_the_United_States, 0, -1, -50000
-0.555555555555556, 18, 41, 10th_grade, Male, -1, -0.684332179398211, -1, Native-_Born_in_the_United_States, 0, -1, -50000
0.688888888888889, 0, 0, Some_college_but_no_degree, Female, -0.959999599996, -0.967507593016945, -1, Native-_Born_in_the_United_States, 0, -1, -50000
-0.377777777777778, 35, 36, High_school_graduate, Female, -1, -0.326960816184637, 1, Native-_Born_in_the_United_States, 0, 1, -50000
0.444444444444444, 0, 0, 7th_and_8th_grade, Female, -1, -0.755558592614904, -1, Native-_Born_in_the_United_States, 0, -1, -50000
-0.177777777777778, 37, 30, Prof_school_degree_(MD_DDS_DVM_LLB_JD), Female, -1, -0.754542209743741, 0.333333333333333, Native-_Born_in_the_United_States, 2, 0.538461538461538, -50000
-1, 0, 0, Children, Male, -1, -0.672013512850078, -1, Native-_Born_in_the_United_States, 0, -1, -50000
-0.466666666666667, 4, 44, 10th_grade, Male, -1, -0.863380096675791, -0.666666666666667, Native-_Born_in_the_United_States, 0, 1, -50000
-0.4, 16, 35, High_school_graduate, Female, -1, -0.864399133288131, 0, Foreign_born-_Not_a_citizen_of_U_S_, 0, 0.384615384615385, -50000
0.266666666666667, 33, 31, 5th_or_6th_grade, Male, -1, -0.708043356823366, -0.333333333333333, Foreign_born-_Not_a_citizen_of_U_S_, 0, 1, -50000
-0.666666666666667, 0, 0, 9th_grade, Female, -1, -0.783303456630571, -1, Native-_Born_in_the_United_States, 0, -1, -50000
0.177777777777778, 44, 5, Masters_degree(MA_MS_MEng_MEd_MSW_MBA), Female, -0.889998899989, -0.583450208517713, 0.333333333333333, Native-_Born_in_the_United_States, 0, 1, -50000
-0.644444444444444, 33, 29, 10th_grade, Male, -1, -0.773749988389882, -0.333333333333333, Native-_Born_in_the_United_States, 0, 0.384615384615385, -50000
0.0888888888888889, 42, 7, Doctorate_degree(PhD_EdD), Male, -1, -0.91961021849578, -0.666666666666667, Native-_Born_in_the_United_States, 0, 1, -50000
-0.2, 11, 23, High_school_graduate, Female, -1, -0.334693817977239, 0.333333333333333, Native-_Born_in_the_United_States, 0, 1, -50000
-0.511111111111111, 35, 3, Bachelors_degree(BA_AB_BS), Female, -1, -0.768490273375147, 0.333333333333333, Native-_Born_in_the_United_States, 0, 0.153846153846154, -50000
-0.666666666666667, 0, 0, 9th_grade, Female, -1, -0.731149481259943, -0.666666666666667, Native-_Born_in_the_United_States, 0, -0.923076923076923, -50000
-0.488888888888889, 42, 13, Some_college_but_no_degree, Female, -1, -0.0531424939594217, -0.666666666666667, Native-_Born_in_the_United_States, 0, -0.153846153846154, -50000
-0.555555555555556, 43, 29, Some_college_but_no_degree, Male, -1, -0.590039447862611, -0.333333333333333, Native-_Born_in_the_United_States, 2, 0.153846153846154, -50000
-0.577777777777778, 33, 19, High_school_graduate, Male, -1, -0.308549159891887, 1, Native-_Born_in_the_United_States, 0, 1, -50000
-0.133333333333333, 29, 38, 10th_grade, Male, -1, -0.942350126649798, -0.666666666666667, Native-_Born_in_the_United_States, 0, 1, -50000
-0.8, 0, 0, Children, Male, -1, -0.540610864681757, -1, Foreign_born-_Not_a_citizen_of_U_S_, 0, -1, -50000
-0.6, 0, 0, 12th_grade_no_diploma, Female, -1, -0.0905469758628971, -1, Native-_Born_in_the_United_States, 0, -1, -50000
-0.2, 44, 32, Some_college_but_no_degree, Female, -1, -0.973170676690732, -0.666666666666667, Native-_Born_in_the_United_States, 0, 1, -50000
-0.177777777777778, 35, 23, High_school_graduate, Female, -0.999959999599996, -0.772295738224355, 1, Native-_Born_in_the_United_States, 0, 1, -50000
0.222222222222222, 33, 19, Some_college_but_no_degree, Female, -0.979999799998, -0.940304092201583, -0.666666666666667, Native-_Born_in_the_United_States, 1, 0.730769230769231, -50000
0.244444444444444, 40, 32, 10th_grade, Female, -0.9159991599916, -0.83727259096693, 0.666666666666667, Native-_Born_in_the_United_States, 0, 0.538461538461538, -50000
0.177777777777778, 25, 37, High_school_graduate, Female, -1, -0.718103689629047, 0, Native-_Born_in_the_United_States, 2, 0.769230769230769, -50000
-0.133333333333333, 0, 0, Less_than_1st_grade, Female, -1, -0.847080818360704, -1, Foreign_born-_Not_a_citizen_of_U_S_, 0, -1, -50000
0.4, 2, 44, 9th_grade, Male, -1, -0.553091409441746, -0.666666666666667, Native-_Born_in_the_United_States, 0, 1, -50000
0.0666666666666667, 19, 37, 11th_grade, Female, -1, -0.73558388276833, 0.666666666666667, Native-_Born_in_the_United_States, 0, 1, -50000
-0.955555555555556, 0, 0, Children, Female, -1, -0.646089115282497, -1, Native-_Born_in_the_United_States, 0, -1, -50000
0.533333333333333, 0, 0, 10th_grade, Male, -1, -0.550870228075785, -1, Native-_Born_in_the_United_States, 0, -1, -50000
-0.8, 0, 0, Children, Male, -1, -0.694509276815723, -1, Native-_Born_in_the_United_States, 0, -1, -50000
-0.177777777777778, 0, 0, High_school_graduate, Female, -1, -0.766953757233103, -1, Native-_Born_in_the_United_States, 0, -1, -50000
-0.0888888888888889, 4, 2, Some_college_but_no_degree, Male, -1, -0.571030699804817, -0.666666666666667, Native-_Born_in_the_United_States, 0, 1, -50000
-0.622222222222222, 40, 32, 11th_grade, Male, -1, -0.403070113168792, 0, Native-_Born_in_the_United_States, 0, 1, -50000
0.488888888888889, 0, 0, 10th_grade, Male, -1, -0.389084897160895, -1, Native-_Born_in_the_United_States, 0, -1, -50000
-0.977777777777778, 0, 0, Children, Female, -1, -0.391022128220812, -1, Native-_Born_in_the_United_States, 0, -1, -50000
-0.444444444444444, 33, 29, Bachelors_degree(BA_AB_BS), Male, -1, -0.915319119011004, 0, Native-_Born_in_the_United_States, 2, 1, -50000
-0.666666666666667, 0, 0, 7th_and_8th_grade, Male, -1, -0.95350645456198, 0, Native-_Born_in_the_United_States, 0, -0.384615384615385, -50000
-0.222222222222222, 0, 0, High_school_graduate, Female, -1, -0.60819103751992, -1, Native-_Born_in_the_United_States, 0, -1, -50000
-0.733333333333333, 0, 0, Children, Male, -1, -0.935065607116272, -1, Native-_Born_in_the_United_States, 0, -1, -50000
-0.511111111111111, 33, 29, High_school_graduate, Male, -1, -0.435833201752, -1, Native-_Born_in_the_United_States, 0, -1, -50000
-0.288888888888889, 33, 19, Some_college_but_no_degree, Female, -0.99909999099991, -0.60266329464621, 0.333333333333333, Native-_Born_in_the_United_States, 0, 1, -50000
-0.266666666666667, 24, 36, Associates_degree-academic_program, Male, -1, -0.459228583976976, 0.333333333333333, Native-_Born_in_the_United_States, 0, 1, -50000
-0.244444444444444, 0, 0, High_school_graduate, Female, -1, -0.734742646814913, -1, Native-_Born_in_the_United_States, 0, -1, -50000
0.555555555555556, 0, 0, Some_college_but_no_degree, Male, -1, -0.231715391566145, -1, Native-_Born_in_the_United_States, 0, -1, -50000
-0.377777777777778, 4, 34, 9th_grade, Male, -1, -0.521779917282888, 1, Foreign_born-_Not_a_citizen_of_U_S_, 2, 1, -50000
-0.688888888888889, 0, 0, Children, Male, -1, -0.727261750434218, -1, Native-_Born_in_the_United_States, 0, -1, -50000
-0.133333333333333, 37, 4, Bachelors_degree(BA_AB_BS), Male, -1, -0.538140231645067, 0, Native-_Born_in_the_United_States, 0, 1, -50000
-0.244444444444444, 4, 37, Some_college_but_no_degree, Male, -1, -0.746896781410012, 1, Native-_Born_in_the_United_States, 0, 1, -50000
0.111111111111111, 41, 26, Associates_degree-academic_program, Male, -1, -0.882765675980856, 1, Foreign_born-_U_S_citizen_by_naturalization, 0, 1, -50000
0.0444444444444444, 39, 32, High_school_graduate, Female, -1, -0.740429614159301, -0.666666666666667, Native-_Born_in_the_United_States, 0, 1, -50000
0.444444444444444, 0, 0, Associates_degree-occup_/vocational, Female, -1, -0.864571626464699, -0.333333333333333, Native-_Born_in_the_United_States, 0, 1, -50000
-0.866666666666667, 0, 0, Children, Male, -1, -0.522875912389389, -1, Native-_Born_in_the_United_States, 0, -1, -50000
0.644444444444444, 0, 0, Some_college_but_no_degree, Female, -0.9829998299983, -0.944348393756808, -1, Native-_Born_in_the_United_States, 0, -1, -50000
0.0222222222222222, 4, 34, Some_college_but_no_degree, Male, -1, -0.618925420584805, -0.666666666666667, Native-_Born_in_the_United_States, 0, 1, -50000
-0.266666666666667, 34, 23, High_school_graduate, Female, -1, -0.974372821444352, -0.333333333333333, Native-_Born_in_the_United_States, 0, 1, -50000
0.266666666666667, 0, 0, 7th_and_8th_grade, Female, -1, -0.750383797317864, -1, Foreign_born-_Not_a_citizen_of_U_S_, 0, -1, -50000
0.0444444444444444, 43, 26, Some_college_but_no_degree, Female, -0.999979999799998, -0.693320400767993, 0.666666666666667, Native-_Born_in_the_United_States, 1, 1, -50000
-0.844444444444444, 0, 0, Children, Male, -1, -0.816146157449118, -1, Native-_Born_in_the_United_States, 0, -1, -50000
-0.933333333333333, 0, 0, Children, Male, -1, -0.50782123868677, -1, Native-_Born_in_the_United_States, 0, -1, -50000
-0.955555555555556, 0, 0, Children, Male, -1, -0.610563482133024, -1, Native-_Born_in_the_United_States, 0, -1, -50000
0.688888888888889, 0, 0, High_school_graduate, Male, -0.999259992599926, -0.550281097534276, -1, Native-_Born_in_the_United_States, 0, -1, -50000
-0.844444444444444, 0, 0, Children, Male, -1, -0.286310808820505, -1, Native-_Born_in_the_United_States, 0, -1, -50000
0.177777777777778, 0, 0, High_school_graduate, Female, -0.99749997499975, -0.422068246261874, -1, Native-_Born_in_the_United_States, 0, -1, -50000
-0.0222222222222222, 42, 3, Some_college_but_no_degree, Female, -1, -0.63517427781751, 0.666666666666667, Native-_Born_in_the_United_States, 0, 1, -50000
-0.666666666666667, 0, 0, 10th_grade, Male, -1, -0.443916497380094, 1, Native-_Born_in_the_United_States, 0, -0.769230769230769, -50000
-0.266666666666667, 45, 12, Masters_degree(MA_MS_MEng_MEd_MSW_MBA), Male, -1, -0.152432220133138, 1, Native-_Born_in_the_United_States, 0, 1, -50000
